Participant,Clip,CausalRating,ClipOrderCausal,CounterfactualRating,ClipOrderCounterfactual,Experiment
61,1,-1,40,4,15,counterfactual_before_causal
61,2,0,37,15,6,counterfactual_before_causal
61,3,-65,30,55,3,counterfactual_before_causal
61,4,-45,23,71,13,counterfactual_before_causal
61,5,-92,26,88,7,counterfactual_before_causal
61,6,-1,38,83,14,counterfactual_before_causal
61,7,0,32,13,19,counterfactual_before_causal
61,8,70,24,9,18,counterfactual_before_causal
61,9,-87,34,73,10,counterfactual_before_causal
61,10,17,33,69,20,counterfactual_before_causal
61,11,-82,35,95,5,counterfactual_before_causal
61,12,-1,36,81,12,counterfactual_before_causal
61,13,100,39,8,17,counterfactual_before_causal
61,14,96,27,9,16,counterfactual_before_causal
61,15,36,31,62,8,counterfactual_before_causal
61,16,38,28,19,9,counterfactual_before_causal
61,17,17,25,71,11,counterfactual_before_causal
61,18,9,29,92,4,counterfactual_before_causal
61,19,-93,22,87,2,counterfactual_before_causal
61,20,94,21,81,1,counterfactual_before_causal
62,1,0,39,0,3,counterfactual_before_causal
62,2,0,29,1,14,counterfactual_before_causal
62,3,-89,26,32,20,counterfactual_before_causal
62,4,-33,33,80,7,counterfactual_before_causal
62,5,-87,30,98,13,counterfactual_before_causal
62,6,-87,25,89,12,counterfactual_before_causal
62,7,0,34,0,10,counterfactual_before_causal
62,8,92,23,7,15,counterfactual_before_causal
62,9,-67,31,8,8,counterfactual_before_causal
62,10,60,28,0,5,counterfactual_before_causal
62,11,-89,40,94,17,counterfactual_before_causal
62,12,0,35,96,19,counterfactual_before_causal
62,13,92,24,4,9,counterfactual_before_causal
62,14,91,37,7,16,counterfactual_before_causal
62,15,0,27,12,6,counterfactual_before_causal
62,16,84,32,25,4,counterfactual_before_causal
62,17,0,38,96,18,counterfactual_before_causal
62,18,0,36,97,11,counterfactual_before_causal
62,19,0,21,50,2,counterfactual_before_causal
62,20,72,22,3,1,counterfactual_before_causal
63,1,0,32,0,20,counterfactual_before_causal
63,2,0,37,14,6,counterfactual_before_causal
63,3,-98,39,100,17,counterfactual_before_causal
63,4,-98,31,81,7,counterfactual_before_causal
63,5,-99,36,26,5,counterfactual_before_causal
63,6,-100,35,100,3,counterfactual_before_causal
63,7,0,28,4,16,counterfactual_before_causal
63,8,99,38,23,11,counterfactual_before_causal
63,9,-62,25,0,4,counterfactual_before_causal
63,10,98,40,7,13,counterfactual_before_causal
63,11,-98,30,99,12,counterfactual_before_causal
63,12,0,29,100,19,counterfactual_before_causal
63,13,97,27,0,8,counterfactual_before_causal
63,14,100,23,2,15,counterfactual_before_causal
63,15,100,26,100,9,counterfactual_before_causal
63,16,98,33,2,18,counterfactual_before_causal
63,17,36,24,97,14,counterfactual_before_causal
63,18,0,34,97,10,counterfactual_before_causal
63,19,-100,22,100,1,counterfactual_before_causal
63,20,0,21,100,2,counterfactual_before_causal
64,1,-1,40,2,7,counterfactual_before_causal
64,2,0,24,2,15,counterfactual_before_causal
64,3,-61,35,30,20,counterfactual_before_causal
64,4,0,26,30,10,counterfactual_before_causal
64,5,-100,29,100,11,counterfactual_before_causal
64,6,-100,28,100,4,counterfactual_before_causal
64,7,0,32,0,3,counterfactual_before_causal
64,8,99,38,2,9,counterfactual_before_causal
64,9,0,37,67,19,counterfactual_before_causal
64,10,35,36,27,16,counterfactual_before_causal
64,11,-100,31,100,17,counterfactual_before_causal
64,12,0,25,98,14,counterfactual_before_causal
64,13,100,23,1,8,counterfactual_before_causal
64,14,100,27,0,5,counterfactual_before_causal
64,15,66,34,66,13,counterfactual_before_causal
64,16,100,30,11,12,counterfactual_before_causal
64,17,0,39,100,6,counterfactual_before_causal
64,18,0,33,100,18,counterfactual_before_causal
64,19,-100,21,31,1,counterfactual_before_causal
64,20,0,22,100,2,counterfactual_before_causal
65,1,0,37,0,17,counterfactual_before_causal
65,2,0,29,2,8,counterfactual_before_causal
65,3,-18,39,60,4,counterfactual_before_causal
65,4,-38,27,16,10,counterfactual_before_causal
65,5,-100,40,100,6,counterfactual_before_causal
65,6,-100,36,99,20,counterfactual_before_causal
65,7,0,30,0,18,counterfactual_before_causal
65,8,80,35,0,12,counterfactual_before_causal
65,9,-5,28,79,15,counterfactual_before_causal
65,10,90,23,18,3,counterfactual_before_causal
65,11,-93,38,100,14,counterfactual_before_causal
65,12,-5,32,95,9,counterfactual_before_causal
65,13,86,34,10,11,counterfactual_before_causal
65,14,100,33,0,19,counterfactual_before_causal
65,15,22,25,41,13,counterfactual_before_causal
65,16,50,26,65,5,counterfactual_before_causal
65,17,0,24,94,16,counterfactual_before_causal
65,18,0,31,100,7,counterfactual_before_causal
65,19,-100,21,96,1,counterfactual_before_causal
65,20,0,22,95,2,counterfactual_before_causal
66,1,0,26,25,4,counterfactual_before_causal
66,2,1,24,0,19,counterfactual_before_causal
66,3,-74,25,2,13,counterfactual_before_causal
66,4,-87,34,14,12,counterfactual_before_causal
66,5,-100,27,100,6,counterfactual_before_causal
66,6,-100,33,100,9,counterfactual_before_causal
66,7,1,36,12,5,counterfactual_before_causal
66,8,94,29,0,8,counterfactual_before_causal
66,9,-100,38,41,17,counterfactual_before_causal
66,10,94,28,0,20,counterfactual_before_causal
66,11,-100,30,100,10,counterfactual_before_causal
66,12,46,37,0,7,counterfactual_before_causal
66,13,100,32,0,15,counterfactual_before_causal
66,14,100,39,2,16,counterfactual_before_causal
66,15,46,23,8,3,counterfactual_before_causal
66,16,100,35,39,11,counterfactual_before_causal
66,17,81,31,100,14,counterfactual_before_causal
66,18,1,40,100,18,counterfactual_before_causal
66,19,-99,22,100,2,counterfactual_before_causal
66,20,100,21,88,1,counterfactual_before_causal
67,1,-100,25,0,5,counterfactual_before_causal
67,2,0,27,0,4,counterfactual_before_causal
67,3,-100,30,88,8,counterfactual_before_causal
67,4,-100,23,100,13,counterfactual_before_causal
67,5,-100,37,100,16,counterfactual_before_causal
67,6,-100,33,100,19,counterfactual_before_causal
67,7,0,36,0,3,counterfactual_before_causal
67,8,100,26,0,9,counterfactual_before_causal
67,9,-100,24,100,11,counterfactual_before_causal
67,10,55,38,0,12,counterfactual_before_causal
67,11,-100,34,100,7,counterfactual_before_causal
67,12,53,31,100,6,counterfactual_before_causal
67,13,100,35,0,20,counterfactual_before_causal
67,14,100,32,0,10,counterfactual_before_causal
67,15,58,40,87,18,counterfactual_before_causal
67,16,55,29,100,15,counterfactual_before_causal
67,17,47,28,100,14,counterfactual_before_causal
67,18,55,39,100,17,counterfactual_before_causal
67,19,-100,21,99,2,counterfactual_before_causal
67,20,0,22,100,1,counterfactual_before_causal
68,1,0,26,42,18,counterfactual_before_causal
68,2,-35,38,24,5,counterfactual_before_causal
68,3,0,23,68,6,counterfactual_before_causal
68,4,0,37,69,16,counterfactual_before_causal
68,5,0,31,62,17,counterfactual_before_causal
68,6,-68,35,92,8,counterfactual_before_causal
68,7,0,33,11,14,counterfactual_before_causal
68,8,93,25,46,9,counterfactual_before_causal
68,9,0,40,59,15,counterfactual_before_causal
68,10,81,32,44,10,counterfactual_before_causal
68,11,-54,28,94,20,counterfactual_before_causal
68,12,0,39,89,11,counterfactual_before_causal
68,13,78,36,37,4,counterfactual_before_causal
68,14,75,29,82,3,counterfactual_before_causal
68,15,79,24,50,13,counterfactual_before_causal
68,16,71,27,30,12,counterfactual_before_causal
68,17,0,30,58,7,counterfactual_before_causal
68,18,-59,34,74,19,counterfactual_before_causal
68,19,-19,21,29,1,counterfactual_before_causal
68,20,0,22,84,2,counterfactual_before_causal
69,1,0,39,7,7,counterfactual_before_causal
69,2,-50,27,21,19,counterfactual_before_causal
69,3,0,34,35,5,counterfactual_before_causal
69,4,-29,35,73,11,counterfactual_before_causal
69,5,-100,24,98,8,counterfactual_before_causal
69,6,-100,23,75,18,counterfactual_before_causal
69,7,-56,29,15,4,counterfactual_before_causal
69,8,34,26,0,16,counterfactual_before_causal
69,9,20,30,0,3,counterfactual_before_causal
69,10,56,33,20,14,counterfactual_before_causal
69,11,-100,40,66,17,counterfactual_before_causal
69,12,41,37,100,6,counterfactual_before_causal
69,13,100,36,7,20,counterfactual_before_causal
69,14,100,25,0,9,counterfactual_before_causal
69,15,29,38,20,15,counterfactual_before_causal
69,16,22,31,25,13,counterfactual_before_causal
69,17,0,28,85,12,counterfactual_before_causal
69,18,0,32,100,10,counterfactual_before_causal
69,19,-85,22,15,2,counterfactual_before_causal
69,20,-21,21,100,1,counterfactual_before_causal
70,1,0,32,0,10,counterfactual_before_causal
70,2,-1,38,0,11,counterfactual_before_causal
70,3,0,30,0,3,counterfactual_before_causal
70,4,-100,28,82,13,counterfactual_before_causal
70,5,-100,39,0,14,counterfactual_before_causal
70,6,0,27,22,20,counterfactual_before_causal
70,7,1,40,0,18,counterfactual_before_causal
70,8,100,24,0,7,counterfactual_before_causal
70,9,-48,26,100,12,counterfactual_before_causal
70,10,0,29,100,5,counterfactual_before_causal
70,11,-100,37,0,19,counterfactual_before_causal
70,12,100,25,75,8,counterfactual_before_causal
70,13,100,31,0,16,counterfactual_before_causal
70,14,100,34,0,9,counterfactual_before_causal
70,15,1,33,0,17,counterfactual_before_causal
70,16,100,35,0,6,counterfactual_before_causal
70,17,1,36,0,4,counterfactual_before_causal
70,18,1,23,100,15,counterfactual_before_causal
70,19,-100,22,100,2,counterfactual_before_causal
70,20,-1,21,100,1,counterfactual_before_causal
71,1,0,32,0,3,counterfactual_before_causal
71,2,0,36,24,18,counterfactual_before_causal
71,3,-100,27,26,19,counterfactual_before_causal
71,4,-100,37,99,15,counterfactual_before_causal
71,5,-100,29,87,7,counterfactual_before_causal
71,6,-100,28,100,13,counterfactual_before_causal
71,7,0,24,35,12,counterfactual_before_causal
71,8,100,30,0,10,counterfactual_before_causal
71,9,-100,31,37,11,counterfactual_before_causal
71,10,100,33,69,9,counterfactual_before_causal
71,11,-100,40,86,5,counterfactual_before_causal
71,12,100,39,100,4,counterfactual_before_causal
71,13,100,38,0,14,counterfactual_before_causal
71,14,100,25,0,6,counterfactual_before_causal
71,15,100,26,23,8,counterfactual_before_causal
71,16,100,23,86,20,counterfactual_before_causal
71,17,100,35,100,17,counterfactual_before_causal
71,18,100,34,100,16,counterfactual_before_causal
71,19,-99,22,100,1,counterfactual_before_causal
71,20,100,21,100,2,counterfactual_before_causal
72,1,1,31,0,18,counterfactual_before_causal
72,2,1,35,4,16,counterfactual_before_causal
72,3,-100,36,70,9,counterfactual_before_causal
72,4,-53,33,27,6,counterfactual_before_causal
72,5,-100,29,97,5,counterfactual_before_causal
72,6,-100,40,98,13,counterfactual_before_causal
72,7,-3,24,10,8,counterfactual_before_causal
72,8,96,37,16,12,counterfactual_before_causal
72,9,-77,39,30,7,counterfactual_before_causal
72,10,26,28,39,10,counterfactual_before_causal
72,11,-98,27,100,20,counterfactual_before_causal
72,12,40,25,98,15,counterfactual_before_causal
72,13,97,30,4,3,counterfactual_before_causal
72,14,100,32,0,17,counterfactual_before_causal
72,15,55,34,85,19,counterfactual_before_causal
72,16,63,38,21,11,counterfactual_before_causal
72,17,32,26,99,4,counterfactual_before_causal
72,18,0,23,99,14,counterfactual_before_causal
72,19,-97,21,97,2,counterfactual_before_causal
72,20,2,22,98,1,counterfactual_before_causal
73,1,1,29,0,14,counterfactual_before_causal
73,2,0,25,0,16,counterfactual_before_causal
73,3,-100,37,82,8,counterfactual_before_causal
73,4,1,31,21,5,counterfactual_before_causal
73,5,-100,34,100,3,counterfactual_before_causal
73,6,-100,27,100,13,counterfactual_before_causal
73,7,-2,24,0,17,counterfactual_before_causal
73,8,100,35,0,20,counterfactual_before_causal
73,9,-100,30,100,15,counterfactual_before_causal
73,10,100,32,15,19,counterfactual_before_causal
73,11,-100,40,100,18,counterfactual_before_causal
73,12,0,39,100,10,counterfactual_before_causal
73,13,100,38,0,9,counterfactual_before_causal
73,14,100,33,0,4,counterfactual_before_causal
73,15,0,26,12,12,counterfactual_before_causal
73,16,100,28,0,6,counterfactual_before_causal
73,17,-1,23,100,7,counterfactual_before_causal
73,18,1,36,100,11,counterfactual_before_causal
73,19,-100,22,100,2,counterfactual_before_causal
73,20,2,21,80,1,counterfactual_before_causal
74,1,96,29,100,10,counterfactual_before_causal
74,2,-100,35,50,12,counterfactual_before_causal
74,3,-100,23,71,6,counterfactual_before_causal
74,4,-100,31,57,4,counterfactual_before_causal
74,5,-100,38,100,17,counterfactual_before_causal
74,6,-100,34,80,14,counterfactual_before_causal
74,7,-100,36,0,13,counterfactual_before_causal
74,8,94,37,31,7,counterfactual_before_causal
74,9,0,26,35,15,counterfactual_before_causal
74,10,100,32,43,20,counterfactual_before_causal
74,11,-55,39,66,16,counterfactual_before_causal
74,12,100,40,31,9,counterfactual_before_causal
74,13,98,24,20,3,counterfactual_before_causal
74,14,97,30,7,19,counterfactual_before_causal
74,15,100,33,20,8,counterfactual_before_causal
74,16,99,25,88,5,counterfactual_before_causal
74,17,96,28,19,11,counterfactual_before_causal
74,18,89,27,100,18,counterfactual_before_causal
74,19,-95,21,17,1,counterfactual_before_causal
74,20,100,22,85,2,counterfactual_before_causal
75,1,0,27,0,17,counterfactual_before_causal
75,2,-50,24,37,6,counterfactual_before_causal
75,3,-100,34,44,16,counterfactual_before_causal
75,4,-100,29,42,12,counterfactual_before_causal
75,5,-80,36,89,5,counterfactual_before_causal
75,6,-100,32,30,3,counterfactual_before_causal
75,7,-43,25,0,20,counterfactual_before_causal
75,8,64,35,9,13,counterfactual_before_causal
75,9,-15,39,58,18,counterfactual_before_causal
75,10,100,26,62,11,counterfactual_before_causal
75,11,-86,40,89,8,counterfactual_before_causal
75,12,-6,23,84,7,counterfactual_before_causal
75,13,100,37,9,19,counterfactual_before_causal
75,14,100,30,0,14,counterfactual_before_causal
75,15,100,28,68,9,counterfactual_before_causal
75,16,99,38,37,10,counterfactual_before_causal
75,17,0,31,83,4,counterfactual_before_causal
75,18,0,33,90,15,counterfactual_before_causal
75,19,-78,21,61,1,counterfactual_before_causal
75,20,67,22,60,2,counterfactual_before_causal
76,1,0,38,61,8,counterfactual_before_causal
76,2,0,35,0,13,counterfactual_before_causal
76,3,0,40,79,12,counterfactual_before_causal
76,4,-1,34,0,15,counterfactual_before_causal
76,5,-100,31,100,10,counterfactual_before_causal
76,6,0,26,99,3,counterfactual_before_causal
76,7,0,36,0,16,counterfactual_before_causal
76,8,100,30,0,14,counterfactual_before_causal
76,9,-100,33,59,20,counterfactual_before_causal
76,10,100,28,100,4,counterfactual_before_causal
76,11,-100,27,100,18,counterfactual_before_causal
76,12,100,39,100,5,counterfactual_before_causal
76,13,100,29,0,6,counterfactual_before_causal
76,14,100,23,0,17,counterfactual_before_causal
76,15,-1,24,71,9,counterfactual_before_causal
76,16,100,37,0,7,counterfactual_before_causal
76,17,100,32,98,11,counterfactual_before_causal
76,18,-66,25,100,19,counterfactual_before_causal
76,19,-100,22,0,2,counterfactual_before_causal
76,20,100,21,0,1,counterfactual_before_causal
77,1,0,30,0,19,counterfactual_before_causal
77,2,0,38,0,8,counterfactual_before_causal
77,3,0,29,85,5,counterfactual_before_causal
77,4,0,34,100,9,counterfactual_before_causal
77,5,-100,36,100,13,counterfactual_before_causal
77,6,-100,39,100,20,counterfactual_before_causal
77,7,0,40,0,4,counterfactual_before_causal
77,8,100,35,11,10,counterfactual_before_causal
77,9,-19,32,86,16,counterfactual_before_causal
77,10,100,27,0,12,counterfactual_before_causal
77,11,-94,33,94,17,counterfactual_before_causal
77,12,0,23,100,3,counterfactual_before_causal
77,13,96,28,0,11,counterfactual_before_causal
77,14,100,25,0,6,counterfactual_before_causal
77,15,100,24,80,18,counterfactual_before_causal
77,16,3,26,7,15,counterfactual_before_causal
77,17,0,31,96,14,counterfactual_before_causal
77,18,0,37,100,7,counterfactual_before_causal
77,19,-99,21,100,2,counterfactual_before_causal
77,20,0,22,6,1,counterfactual_before_causal
78,1,0,23,0,20,counterfactual_before_causal
78,2,0,27,0,6,counterfactual_before_causal
78,3,0,29,19,16,counterfactual_before_causal
78,4,-100,35,31,3,counterfactual_before_causal
78,5,-100,31,100,14,counterfactual_before_causal
78,6,-97,24,100,15,counterfactual_before_causal
78,7,0,26,0,13,counterfactual_before_causal
78,8,100,33,0,11,counterfactual_before_causal
78,9,-100,30,72,19,counterfactual_before_causal
78,10,55,40,0,5,counterfactual_before_causal
78,11,-100,28,100,10,counterfactual_before_causal
78,12,0,32,100,17,counterfactual_before_causal
78,13,100,38,0,4,counterfactual_before_causal
78,14,100,39,2,12,counterfactual_before_causal
78,15,33,36,0,9,counterfactual_before_causal
78,16,75,34,76,18,counterfactual_before_causal
78,17,0,25,100,7,counterfactual_before_causal
78,18,0,37,100,8,counterfactual_before_causal
78,19,-95,22,82,1,counterfactual_before_causal
78,20,0,21,100,2,counterfactual_before_causal
79,1,0,35,0,19,counterfactual_before_causal
79,2,0,37,23,4,counterfactual_before_causal
79,3,-69,38,33,5,counterfactual_before_causal
79,4,0,36,82,10,counterfactual_before_causal
79,5,-100,27,100,9,counterfactual_before_causal
79,6,-100,34,100,14,counterfactual_before_causal
79,7,0,25,0,12,counterfactual_before_causal
79,8,100,30,25,3,counterfactual_before_causal
79,9,-12,26,78,20,counterfactual_before_causal
79,10,29,23,61,17,counterfactual_before_causal
79,11,-100,39,100,13,counterfactual_before_causal
79,12,0,24,93,7,counterfactual_before_causal
79,13,100,28,0,11,counterfactual_before_causal
79,14,100,40,0,18,counterfactual_before_causal
79,15,23,29,66,15,counterfactual_before_causal
79,16,31,31,29,16,counterfactual_before_causal
79,17,0,33,93,6,counterfactual_before_causal
79,18,0,32,100,8,counterfactual_before_causal
79,19,-100,22,29,1,counterfactual_before_causal
79,20,59,21,67,2,counterfactual_before_causal
80,1,0,26,0,9,counterfactual_before_causal
80,2,-100,35,0,15,counterfactual_before_causal
80,3,-100,29,0,8,counterfactual_before_causal
80,4,-100,34,100,3,counterfactual_before_causal
80,5,-100,27,100,11,counterfactual_before_causal
80,6,-100,36,100,10,counterfactual_before_causal
80,7,0,23,0,16,counterfactual_before_causal
80,8,100,40,0,12,counterfactual_before_causal
80,9,-100,38,0,14,counterfactual_before_causal
80,10,100,39,100,20,counterfactual_before_causal
80,11,-100,31,100,19,counterfactual_before_causal
80,12,100,24,0,4,counterfactual_before_causal
80,13,100,32,0,18,counterfactual_before_causal
80,14,100,33,0,6,counterfactual_before_causal
80,15,100,37,100,17,counterfactual_before_causal
80,16,100,25,0,7,counterfactual_before_causal
80,17,100,28,100,5,counterfactual_before_causal
80,18,100,30,100,13,counterfactual_before_causal
80,19,-100,22,98,1,counterfactual_before_causal
80,20,100,21,100,2,counterfactual_before_causal
